product_name;product_description;shelflife;sample_weights;CN_code;country_of_origin;product_group;product_group_new;product_family;product_family_internal;product_segment_text;common_applications;dairy;bakery & sweets;nutrition;savoury;single ingredients;kosher;super_kosher;halal;vlog;bio;rspo_mb;rspo_sg;vegetarian;vegan;palmfree;clean;acid_stable;palm_fat;dairy_fat_fat;"
sunflower_fat";rapeseed_fat;hydrogenated_fat;non_hydrogenated_fat;fat_content_lt_40;fat_content_gt_40_lt_70;70-80;0-20;20-50;50-70;70-95
Edifett® F 60 C 32 W;Hydrogenated dairy oil 60%, includes SWP and Lactose, milky taste, freeze and thaw stable, high whitening power ;18 months;;2106 9092;DE;Fat Powder;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
BUROLAC® F 40 C ;Hydrogenated dairy oil 40%, includes SWP and Lactose, milky taste, freeze and thaw stable;18 months;;1901 9099;DE;Fat Powder;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
BUROLAC® F 60 C/T ;Hydrogenated dairy oil 60%, includes SWP and Lactose, milky taste, freeze and thaw stable, high whitening power ;18 months;;2106 9092;DE;Fat Powder;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
EDIFETT® P80 P50 L ;Non-hydrogenated palm oil 80%, based on lactose, low TFA content, ;18 months;;2106 9092;DE;Fat Powder;;;;bakery & sweets,savoury;;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
Edifett® EMUL 001 SG;New Emulsifier! Acetem (E472a) on carrier End-application: RTE - desserts;12 months;;2106 9092;DE;Baking Emulsifier;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;not vegetarian;not vegan;not palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Combimec® RK H;Protein min 22%, Customer exclusive product (similar to Tariprot 30 F), versatile stabilization compound for food and meat products, fast solubility, phospate included;18 months;;1901 9099;DE;Compound based on Milk and/ or Whey;;;;savoury;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Combimec® SC 22;Protein 22-30%, suitable for many food product, good emulsifying properties;18 months;;1901 9099;DE;Compound based on Milk and/ or Whey;;;;dairy,bakery & sweets,savoury;;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
MTM® T 50 ;Protein ~50%, stirred yoghurt;18 months;;1901 9099;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® TJO 600 ;Protein ~55%, drinking yoghurt;18 months;;0404 1014;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM BG 50 F;Protein ~48%, customer specific product, stirred yoghurt;18 months;;1901 9099;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM BLM 50 ;Protein ~50%, customer specific product, stirred yoghurt;18 months;;1901 9099;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® F 40 C 32 W;Hydrogenated dairy oil 40%, includes SWP and Lactose, milky taste, freeze and thaw stable;18 months;;1901 9099;DE;Fat Powder;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Combimec® SC 29 ;Protein min 25%, perfect for meat products, high emulsifying properties, flavour enhancer, reduction of costs;18 months;;1901 9099;DE;Compound based on Milk and/ or Whey;;;;savoury;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Combimec® RK H;Protein min 22%, Customer exclusive product (similar to Tariprot 30 F), versatile stabilization compound for food and meat products, fast solubility, phospate included;18 months;;1901 9099;DE;Compound based on Milk and/ or Whey;;;;savoury;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Meggletose® INFANT 200 DB;For Infant Food: Dry Blend ;36 months;;1702 1100;DE;Lactose;;;;single ingredients;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® INFANT 200 WB;For Infant Food: Wet Blend ;36 months;;1702 1100;DE;Lactose;;;;single ingredients;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® INFANT 70 DB;For Infant Food: Dry Blend ;36 months;;1702 1100;DE;Lactose;;;;single ingredients;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® INFANT 70 WB;For Infant Food: Wet Blend ;36 months;;1702 1100;DE;Lactose;;;;single ingredients;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Fondolac® JP 2 ;Special product for Japan (lower ash content and protein content compared to Fondolac SL);18 months;;0404 1014;DE;Delactosed Whey Powder;;;;savoury;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® B 70 VLOG;Suitable for all food products incl. infant wet blends;36 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® B 200;Suitable for all food products incl. infant wet blends;36 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® B 40 S;Limited capacity! No sales without okay from D.Denzer, low dust version, sieved;36 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® B 45 S;Limited capacity! No sales without okay from Mr. Denzer, sieved;36 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® B 50;Suitable for all food products incl. infant wet blends;36 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® F 70;Suitable for all food products, no infant wet blend, near to B 70 but off-white;24 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,savoury,single ingredients;;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® F 200;Suitable for all food products, no infant wet blend, near to B 200 but off-white;24 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,savoury,single ingredients;;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Fondolac® SL  ;High protein content, high ash content, good emulsifying properties, flavour enhancing;18 months;;0404 1014;DE;Delactosed Whey Powder;;;;dairy,savoury;;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Meggletose® B 400;Extra fine, Application: Seeding crystals in condensed milk, carrier for flavours;36 months;;1702 1100;DE;Lactose;;;;dairy,savoury,single ingredients;;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Vinplus®;Milk protein 86%, clarification of liquides, f.e. wine and fruit juice, possible as replacement for Casinella QN (sodium reduction);36 months;;3501 9090;DE;Milk Protein Compound;;;;dairy,savoury,single ingredients;;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® M 105 ;Protein ~67%, increase of dry matter, stirred yoghurt;12 months;;1901 9099;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® W 260;;18 months;;0404 1014;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;not vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® F 50 R;NEW! Non-hydrogenated rapseed oil (high oleic) 50%, low content of TFA (trans fatty acids), high whitening power, cold soluble;12 months;;2106 9098;DE;Fat Powder;;;;bakery & sweets,nutrition,savoury;;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE; ;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Megglite® 35-21 H;Non-hydrogenated palm oil ~36%, cold soluble, suitable for iced coffee blends, low free fat content, with beta carotene;18 months;;2106 9098;DE;Coffee Whitener;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Megglite® 35-28;;18 months;;2106 9098;DE;Coffee Whitener;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® HWP 044;;18 months;;2106 9098;DE;Whipping Agents;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE; ;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® HWP 049;;18 months;;2106 9098;DE;Whipping Agents;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE; ;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® F 50 P 50 G SG;;24 months;;2106 9098;DE;Fat Powder;;;;bakery & sweets,savoury;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® HWP 035 ;Non-hydrogenated palmkernel oil, advancement of HWP 017-1, high protein content, very good stability ;18 months;;2106 9098;DE;Whipping Agents;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® HWP 015 SG;Hydrogenated palmkernel and dairy oil, low protein content, high volume but low stiffness ;18 months;;2106 9098;DE;Whipping Agents;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® HWP 023 SG;Non-hydrogenated palmkernel oil & hydrogenated dairy oil, very good functionality ;18 months;;2106 9098;DE;Whipping Agents;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;vegetarian;not vegan;not palmfree;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® GR 77 ;Protein ~74%, ice cream, greek style yoghurt;18 months;;2106 9098;DE;Milk Protein Compound;;;;dairy,bakery & sweets,nutrition;;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE; ;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® TJO 801 ;Protein ~72%, protein increasement in cream cheese, production possible in GER & NL;18 months;;0404 9023;DE;Milk Protein Compound;;;;dairy,nutrition;;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® TJO 807;Protein 80%,  drinking yoghurt, protein enrichment in shakes;18 months;;3502 2091;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM® QD 001 ;Protein ~65%, quarkdessert, yoghurt;12 months;;0404 9023;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE; ;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MTM BLM OH 001;Protein ~64%, yoghurt;18 months;;2106 9098;DE;Milk Protein Compound;;;;dairy;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;not palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Edifett® F 72 SB HO ;Non-hydrogenated sunflower oil (high oleic) 72%, low TFA (trans fatty acids) content, high whitening power, cold soluble  ;15 months;;2106 9098;DE;Fat Powder;;;;bakery & sweets,nutrition,savoury;;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
Burolac® GLAZE 001;;24 months;;2106 9098;DE;Milk Protein Compound;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE; ;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Burolac® SM;High protein ~74% + lactose, egg replacer in bakery applications;18 months;;2106 9098;DE;Milk Protein Compound;;;;bakery & sweets,savoury;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Burolac® SM 801;;18 months;;3502 2091;DE;Milk Protein Compound;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Megglite® 35-30 SG;;24 months;;2106 9098;DE;Coffee Whitener;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Megglite® 35-17;;18 months;;2106 9098;DE;Coffee Whitener;;;;bakery & sweets;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Fondolac® M ;Perfect for meat products, low dust during production, fast solubility;18 months;;0404 1014;DE;Delactosed Whey Powder;;;;savoury;;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Meggletose® B 200 VLOG;Suitable for all food products incl. infant wet blends;36 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Meggletose® B 70;Suitable for all food products incl. infant wet blends;36 months;;1702 1100;DE;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE; ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MPC 85% A Bio (DE-ÖKO-003);Milkproteinconcentrate, Bio-quality, ex stock WBG and FTL/FCL`s ex Switzerland possible, no country restrictions;18 months;;3504 0010;CH;Milk Protein Concentrate;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Lactose edible ;;24 months;;1702 1100;AT;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Lactose edible extra fine;;24 months;;1702 1100;AT;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Lactose edible fine;;24 months;;1702 1100;AT;Lactose;;;;dairy,bakery & sweets,nutrition,savoury,single ingredients;;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Megglosat® HP 12 ;High protein content ~78%, suitable for protein bars, additional plant proteins included ;18 months;;2106 9092;DE;Milk Protein Compound;;;;dairy,nutrition;;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Megglosat® HP ME ;High protein content ~85%, suitable for protein bars ;18 months;;3504 0010;DE;Milk Protein Compound;;;;dairy,nutrition;;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;vegetarian;not vegan;palmfree;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
