product_name_alias;product_description;shelflife;CN_code;country_of_origin;product_group;list_of_product_segments;dairy;bakery_sweets;nutrition;savoury;single_ingredients;kosher;super_kosher;halal;vlog;bio;rspo_mb;rspo_sg;vegetarian;vegan;palmfree;clean;acid_stable;palm_fat;dairy_fat_fat;sunflower_fat;rapeseed_fat;hydrogenated_fat;non_hydrogenated_fat;fat_content_below_40_percent;fat_content_between_40_and_70_percent;fat_content_between_70_and_80_percent;protein_content_below_20_percent;protein_content_between_20_and_50_percent;protein_content_between_50_and_70_percent;protein_content_between_70_and_95_percent
Product 162;Hydrogenated dairy fat 23%, 12% protein, only slight functionality differences compared to M 35;18 months;2106 9098;DE;Foamer;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 163;Hydrogenated dairy fat 23%, 14% protein, only slight functionality differences compared to C 23;18 months;2106 9098;DE;Foamer;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 164;Special product for Japan (lower ash content and protein content compared to Fondolac SL);18 months;0404 1014;DE;Delactosed Whey Powder;savoury;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 165;Perfect for meat products, low dust during production, fast solubility;18 months;0404 1014;DE;Delactosed Whey Powder;savoury;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Product 166;High protein content, high ash content, good emulsifying properties, flavour enhancing;18 months;0404 1014;DE;Delactosed Whey Powder;dairy, savoury;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Product 167;Halal version, high protein content, high ash content, good emulsifying properties, flavour enhancing;18 months;0404 1014;DE;Delactosed Whey Powder;dairy, savoury;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Product 168;WPC 70, low pH value;18 months;0404 1014;DE;WPC;dairy, nutrition, savoury;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Product 169;WPC 70, low pH value;18 months;0404 1014;DE;WPC;dairy, nutrition, savoury;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Product 170;WPC 70, neutral pH value;18 months;0404 1014;DE;WPC;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Product 171;WPC 70, neutral pH value;18 months;0404 1014;DE;WPC;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Product 172;WPC 80, high gelling, neutral pH value, salt sensivity (gel strenght increases by adding salt);18 months;3502 2091;DE;WPC;dairy, bakery & sweets, nutrition, savoury;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 173;WPC 80, high gelling, neutral pH value, salt sensivity (gel strenght increases by adding salt);18 months;3502 2091;DE;WPC;dairy, bakery & sweets, nutrition, savoury;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 174;WPC 80, neutral pH value;18 months;3502 2091;DE;WPC;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 175;WPC 80, neutral pH value;18 months;3502 2091;DE;WPC;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 176;Lactose;24 months;1702 1100;AT;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 177;Lactose;24 months;1702 1100;AT;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 178;Lactose;24 months;1702 1100;AT;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 179;Milk protein 77%, for industrial production of bakery glaze;24 months;2106 9098;DE;Milk Protein Compound;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 180;Suitable for all food products incl. infant wet blends;36 months;1702 1100;DE;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 181;Suitable for all food products incl. infant wet blends;36 months;1702 1100;DE;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 182;Limited capacity! No sales without okay from D.Denzer, low dust version, sieved;36 months;1702 1100;DE;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 183;Extra fine, Application: Seeding crystals in condensed milk, carrier for flavours;36 months;1702 1100;DE;Lactose;dairy, savoury, single ingredients;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 184;Limited capacity! No sales without okay from Mr. Denzer, sieved;36 months;1702 1100;DE;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 185;Suitable for all food products incl. infant wet blends;36 months;1702 1100;DE;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 186;Suitable for all food products incl. infant wet blends;36 months;1702 1100;DE;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 187;Suitable for all food products incl. infant wet blends;36 months;1702 1100;DE;Lactose;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 188;Suitable for all food products, no infant wet blend, near to B 200 but off-white;24 months;1702 1100;DE;Lactose;dairy, bakery & sweets, savoury, single ingredients;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 189;Suitable for all food products, no infant wet blend, near to B 70 but off-white;24 months;1702 1100;DE;Lactose;dairy, bakery & sweets, savoury, single ingredients;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 190;For Infant Food: Dry Blend ;36 months;1702 1100;DE;Lactose;single ingredients;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 191;For Infant Food: Wet Blend ;36 months;1702 1100;DE;Lactose;single ingredients;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 192;For Infant Food: Dry Blend ;36 months;1702 1100;DE;Lactose;single ingredients;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 193;For Infant Food: Wet Blend ;36 months;1702 1100;DE;Lactose;single ingredients;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 194;Hydrogenated dairy fat >28%, low free fat content,with beta carotene;24 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 195;Coffee Whitener;18 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 196;Hydrogenated dairy fat >32%, low free fat content, ideal for vending machines, longlasting foam, with beta carotene;24 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 197;Hydrogenated dairy fat >36%, ideal for 2in1 and 3in1 blends, with beta carotene, suitable for water with a high hardness level;18 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 198;Coffee Whitener;18 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 199;Non-hydrogenated palm oil ~36%, cold soluble, suitable for iced coffee blends, low free fat content, with beta carotene;18 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 200;Hydrogenated dairy fat >32%, without beta caroteen, low free fat content, ideal for vending machines;24 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 201;Coffee Whitener;18 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 202;Coffee Whitener;24 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 203;Hydrogenated dairy fat >60%, low free fat content, without beta carotene, with lactose;18 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 204;Extra fine extruded Sodium Caseinate;18 months;2106 9098;DE;Coffee Whitener;bakery & sweets;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 205;High protein content ~78%, suitable for protein bars, additional plant proteins included ;18 months;2106 9092;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 206;High protein content ~85%, suitable for protein bars ;18 months;3504 0010;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 207;Milkproteinconcentrate, Bio-quality, ex stock WBG and FTL/FCL`s ex Switzerland possible, no country restrictions;18 months;3504 0010;CH;Milk Protein Concentrate;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 208;Milkproteinconcentrate, ex stock WBG and FTL/FCL`s ex Switzerland possible, no country restrictions;18 months;3504 0010;CH;Milk Protein Concentrate;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 209;Milkproteinisolate ~85%, FCL only, no country restrictions;24 months;3504 0010;US;Milk Protein Isolate;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 210;Milkproteinisolate ~85%,  Super kosher (High price!), FCL only;12 months;3504 0010;US;Milk Protein Isolate;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 211;Milk permeate powder, Super kosher (High price!), FCL only ;24 months;0404 9021;US;Milk Permeate Powder;dairy, bakery & sweets, nutrition, savoury, single ingredients;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 212;Protein ~48%, customer specific product, stirred yoghurt;18 months;1901 9099;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 213;Protein ~50%, customer specific product, stirred yoghurt;18 months;1901 9099;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 214;Protein ~64%, yoghurt;18 months;2106 9098;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 215;Protein ~75%, for feta and white cheese;18 months;2106 9098;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 216;Protein ~71%, increase of dry matter, stirred yoghurt;18 months;2106 9098;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Product 217;Protein ~74%, ice cream, greek style yoghurt;18 months;2106 9098;DE;Milk Protein Compound;dairy, bakery & sweets, nutrition;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 218;Protein ~67%, increase of dry matter, stirred yoghurt;12 months;1901 9099;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 219;Protein ~55%, stirred and greek style-yoghurt;12 months;3504 0010;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 220;Protein ~84%, protein enrichment;18 months;3504 0010;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 221;Protein ~77%, stirred yoghurt;18 months;2106 9098;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 222;Protein ~55%, stirred and greek style-yoghurt;12 months;1901 9099;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 223;Protein ~65%, quarkdessert, yoghurt;12 months;0404 9023;DE;Milk Protein Compound;dairy;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Product 224;Protein ~82%, protein shakes, nutrition;15 months; 3504 0010;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
Product 225;Protein ~82%, protein shakes, nutrition;15 months; 3504 0010;DE;Milk Protein Compound;dairy, nutrition;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
